tempo,deslocamento,força
"9,2500","1,5420","10,6082"
"9,3000","1,5504","10,6125"
"9,3500","1,5587","10,6095"
"9,4000","1,5670","10,6080"
"9,4500","1,5754","10,6135"
"9,5000","1,5837","10,6151"
"9,5500","1,5920","10,6195"
"9,6000","1,6003","10,6245"
"9,6500","1,6087","10,6238"
"9,7000","1,6170","10,6255"
"9,7500","1,6254","10,6296"
"9,8000","1,6337","10,6272"
"9,8500","1,6419","10,6245"
"9,9000","1,6502","10,6233"
"9,9500","1,6586","10,6187"
"10,0000","1,6669","10,6174"
"10,0500","1,6753","10,6234"
"10,1000","1,6837","10,6236"
"10,1500","1,6921","10,6288"
"10,2000","1,7004","10,6276"
"10,2500","1,7087","10,6272"
"10,3000","1,7171","10,6312"
"10,3500","1,7254","10,6299"
"10,4000","1,7337","10,6263"
"10,4500","1,7421","10,6255"
"10,5000","1,7505","10,6208"
"10,5500","1,7587","10,6191"
"10,6000","1,7671","10,6239"
"10,6500","1,7754","10,6235"
"10,7000","1,7837","10,6255"
"10,7500","1,7921","10,6275"
"10,8000","1,8005","10,6261"
"10,8500","1,8088","10,6223"
"10,9000","1,8171","10,6214"
"10,9500","1,8254","10,6181"
"11,0000","1,8337","10,6194"
"11,0500","1,8420","10,6231"
"11,1000","1,8504","10,6241"
"11,1500","1,8587","10,6274"
"11,2000","1,8669","10,6240"
"11,2500","1,8752","10,6180"
"11,3000","1,8837","10,6233"
"11,3500","1,8920","10,6245"
"11,4000","1,9003","10,6213"
"11,4500","1,9087","10,6264"
"11,5000","1,9169","10,6267"
"11,5500","1,9252","10,6265"
"11,6000","1,9337","10,6313"
"11,6500","1,9420","10,6285"
"11,7000","1,9503","10,6275"
"11,7500","1,9588","10,6299"
"11,8000","1,9671","10,6265"
"11,8500","1,9754","10,6255"
"11,9000","1,9838","10,6278"
"11,9500","1,9921","10,6244"
"12,0000","2,0004","10,6256"
"12,0500","2,0087","10,6269"
"12,1000","2,0169","10,6220"
"12,1500","2,0253","10,6222"
"12,2000","2,0337","10,6239"
"12,2500","2,0419","10,6185"
"12,3000","2,0504","10,6203"
"12,3500","2,0587","10,6224"
"12,4000","2,0672","10,6181"
"12,4500","2,0755","10,6202"
"12,5000","2,0837","10,6237"
"12,5500","2,0920","10,6191"
"12,6000","2,1003","10,6228"
"12,6500","2,1086","10,6258"
"12,7000","2,1169","10,6254"
"12,7500","2,1254","10,6319"
"12,8000","2,1337","10,6303"
"12,8500","2,1420","10,6252"
"12,9000","2,1504","10,6305"
"12,9500","2,1589","10,6315"
"13,0000","2,1672","10,6326"
"13,0500","2,1756","10,6332"
"13,1000","2,1839","10,6266"
"13,1500","2,1921","10,6247"
"13,2000","2,2003","10,6261"
"13,2500","2,2086","10,6224"
"13,3000","2,2169","10,6239"
"13,3500","2,2253","10,6255"
"13,4000","2,2337","10,6228"
"13,4500","2,2420","10,6245"
"13,5000","2,2503","10,6201"
"13,5500","2,2586","10,6160"
"13,6000","2,2670","10,6178"
"13,6500","2,2752","10,6165"
"13,7000","2,2835","10,6125"
"13,7500","2,2920","10,6142"
"13,8000","2,3002","10,6117"
"13,8500","2,3085","10,6084"
"13,9000","2,3170","10,6144"
"13,9500","2,3253","10,6167"
"14,0000","2,3337","10,6168"
"14,0500","2,3421","10,6174"
"14,1000","2,3504","10,6088"
"14,1500","2,3586","10,6007"
"14,2000","2,3670","10,6026"
"14,2500","2,3753","10,5998"
"14,3000","2,3837","10,6009"
"14,3500","2,3921","10,6021"
"14,4000","2,4004","10,6001"
"14,4500","2,4088","10,6026"
"14,5000","2,4171","10,6048"
"14,5500","2,4254","10,6071"
"14,6000","2,4338","10,6125"
"14,6500","2,4420","10,6105"
"14,7000","2,4505","10,6096"
"14,7500","2,4588","10,6165"
"14,8000","2,4670","10,6169"
"14,8500","2,4753","10,6143"
"14,9000","2,4837","10,6123"
"14,9500","2,4920","10,5989"
"15,0000","2,5004","10,5697"
"15,0500","2,5088","10,5137"
"15,1000","2,5171","10,4933"
"15,1500","2,5254","10,5253"
"15,2000","2,5337","10,5770"
"15,2500","2,5419","10,6261"
"15,3000","2,5503","10,6726"
"15,3500","2,5587","10,7142"
"15,4000","2,5670","10,7435"
"15,4500","2,5753","10,7738"
"15,5000","2,5836","10,8008"
"15,5500","2,5920","10,8225"
"15,6000","2,6004","10,8447"
"15,6500","2,6087","10,8609"
"15,7000","2,6171","10,8751"
"15,7500","2,6254","10,8912"
"15,8000","2,6337","10,9015"
"15,8500","2,6420","10,9090"
"15,9000","2,6503","10,9203"
"15,9500","2,6586","10,9284"
"16,0000","2,6670","10,9356"
"16,0500","2,6755","10,9472"
"16,1000","2,6837","10,9518"
"16,1500","2,6920","10,9554"
"16,2000","2,7005","10,9636"
"16,2500","2,7087","10,9688"
"16,3000","2,7171","10,9766"
"16,3500","2,7254","10,9856"
"16,4000","2,7337","10,9859"
"16,4500","2,7419","10,9914"
"16,5000","2,7503","11,0029"
"16,5500","2,7586","11,0073"
"16,6000","2,7670","11,0134"
"16,6500","2,7754","11,0188"
"16,7000","2,7837","11,0203"
"16,7500","2,7921","11,0285"
"16,8000","2,8002","11,0348"
"16,8500","2,8086","11,0381"
"16,9000","2,8169","11,0465"
"16,9500","2,8252","11,0509"
"17,0000","2,8336","11,0550"
"17,0500","2,8420","11,0654"
"17,1000","2,8503","11,0680"
"17,1500","2,8585","11,0703"
"17,2000","2,8669","11,0783"
"17,2500","2,8753","11,0833"
"17,3000","2,8836","11,0893"
"17,3500","2,8921","11,0987"
"17,4000","2,9003","11,0990"
"17,4500","2,9086","11,1025"
"17,5000","2,9170","11,1103"
"17,5500","2,9254","11,1150"
"17,6000","2,9338","11,1234"
"17,6500","2,9421","11,1278"
"17,7000","2,9505","11,1296"
"17,7500","2,9587","11,1358"
"17,8000","2,9670","11,1411"
"17,8500","2,9754","11,1462"
"17,9000","2,9837","11,1544"
"17,9500","2,9920","11,1570"
"18,0000","3,0005","11,1620"
"18,0500","3,0088","11,1702"
"18,1000","3,0170","11,1736"
"18,1500","3,0253","11,1768"
"18,2000","3,0337","11,1842"
"18,2500","3,0421","11,1875"
"18,3000","3,0505","11,1944"
"18,3500","3,0588","11,2025"
"18,4000","3,0670","11,2022"
"18,4500","3,0753","11,2063"
"18,5000","3,0836","11,2139"
"18,5500","3,0920","11,2180"
"18,6000","3,1004","11,2269"
"18,6500","3,1088","11,2332"
"18,7000","3,1171","11,2334"
"18,7500","3,1254","11,2393"
"18,8000","3,1338","11,2450"
"18,8500","3,1421","11,2473"
"18,9000","3,1504","11,2548"
"18,9500","3,1587","11,2591"
"19,0000","3,1670","11,2616"
"19,0500","3,1753","11,2692"
"19,1000","3,1836","11,2736"
"19,1500","3,1919","11,2768"
"19,2000","3,2002","11,2832"
"19,2500","3,2086","11,2866"
"19,3000","3,2170","11,2923"
"19,3500","3,2255","11,3000"
"19,4000","3,2337","11,3012"
"19,4500","3,2420","11,3049"
"19,5000","3,2503","11,3115"
"19,5500","3,2586","11,3136"
"19,6000","3,2670","11,3217"
"19,6500","3,2754","11,3296"
"19,7000","3,2836","11,3298"
"19,7500","3,2919","11,3334"
"19,8000","3,3003","11,3404"
"19,8500","3,3086","11,3439"
"19,9000","3,3170","11,3494"
"19,9500","3,3254","11,3566"
"20,0000","3,3337","11,3562"
"20,0500","3,3421","11,3621"
"20,1000","3,3502","11,3691"
"20,1500","3,3586","11,3710"
"20,2000","3,3670","11,3786"
"20,2500","3,3753","11,3815"
"20,3000","3,3837","11,3841"
"20,3500","3,3921","11,3920"
"20,4000","3,4003","11,3946"
"20,4500","3,4086","11,3964"
"20,5000","3,4170","11,4032"
"20,5500","3,4252","11,4048"
"20,6000","3,4336","11,4115"
"20,6500","3,4419","11,4200"
"20,7000","3,4502","11,4198"
"20,7500","3,4585","11,4226"
"20,8000","3,4669","11,4306"
"20,8500","3,4753","11,4339"
"20,9000","3,4836","11,4411"
"20,9500","3,4921","11,4472"
"21,0000","3,5004","11,4459"
"21,0500","3,5087","11,4509"
"21,1000","3,5169","11,4548"
"21,1500","3,5252","11,4602"
"21,2000","3,5337","11,4667"
"21,2500","3,5420","11,4690"
"21,3000","3,5505","11,4721"
"21,3500","3,5589","11,4791"
"21,4000","3,5671","11,4804"
"21,4500","3,5755","11,4852"
"21,5000","3,5839","11,4904"
"21,5500","3,5922","11,4917"
"21,6000","3,6005","11,4969"
"21,6500","3,6088","11,5033"
"21,7000","3,6170","11,5043"
"21,7500","3,6252","11,5076"
"21,8000","3,6336","11,5137"
"21,8500","3,6420","11,5168"
"21,9000","3,6503","11,5236"
"21,9500","3,6588","11,5283"
"22,0000","3,6671","11,5298"
"22,0500","3,6754","11,5331"
"22,1000","3,6837","11,5375"
"22,1500","3,6920","11,5424"
"22,2000","3,7004","11,5486"
"22,2500","3,7087","11,5513"
"22,3000","3,7171","11,5529"
"22,3500","3,7254","11,5580"
"22,4000","3,7336","11,5609"
"22,4500","3,7420","11,5660"
"22,5000","3,7504","11,5714"
"22,5500","3,7587","11,5728"
"22,6000","3,7672","11,5767"
"22,6500","3,7755","11,5825"
"22,7000","3,7837","11,5839"
"22,7500","3,7920","11,5880"
"22,8000","3,8003","11,5910"
"22,8500","3,8085","11,5941"
"22,9000","3,8170","11,6013"
"22,9500","3,8254","11,6075"
"23,0000","3,8336","11,6064"
"23,0500","3,8420","11,6097"
"23,1000","3,8504","11,6140"
"23,1500","3,8588","11,6176"
"23,2000","3,8671","11,6241"
"23,2500","3,8754","11,6276"
"23,3000","3,8837","11,6297"
"23,3500","3,8921","11,6333"
"23,4000","3,9002","11,6363"
"23,4500","3,9086","11,6406"
"23,5000","3,9170","11,6466"
"23,5500","3,9254","11,6489"
"23,6000","3,9338","11,6529"
"23,6500","3,9422","11,6578"
"23,7000","3,9504","11,6594"
"23,7500","3,9586","11,6630"
"23,8000","3,9670","11,6678"
"23,8500","3,9752","11,6691"
"23,9000","3,9837","11,6754"
"23,9500","3,9920","11,6822"
"24,0000","4,0003","11,6812"
"24,0500","4,0086","11,6832"
"24,1000","4,0170","11,6890"
"24,1500","4,0253","11,6908"
"24,2000","4,0337","11,6960"
"24,2500","4,0421","11,7018"
"24,3000","4,0504","11,7008"
"24,3500","4,0586","11,7038"
"24,4000","4,0669","11,7085"
"24,4500","4,0752","11,7112"
"24,5000","4,0836","11,7183"
"24,5500","4,0920","11,7200"
"24,6000","4,1004","11,7213"
"24,6500","4,1087","11,7277"
"24,7000","4,1170","11,7303"
"24,7500","4,1254","11,7338"
"24,8000","4,1337","11,7378"
"24,8500","4,1420","11,7380"
"24,9000","4,1504","11,7419"
"24,9500","4,1587","11,7485"
"25,0000","4,1670","11,7494"
"25,0500","4,1753","11,7536"
"25,1000","4,1837","11,7574"
"25,1500","4,1921","11,7587"
"25,2000","4,2005","11,7644"
"25,2500","4,2089","11,7694"
"25,3000","4,2172","11,7692"
"25,3500","4,2254","11,7719"
"25,4000","4,2337","11,7749"
"25,4500","4,2420","11,7773"
"25,5000","4,2504","11,7836"
"25,5500","4,2587","11,7883"
"25,6000","4,2671","11,7891"
"25,6500","4,2753","11,7916"
"25,7000","4,2836","11,7943"
"25,7500","4,2919","11,7965"
"25,8000","4,3004","11,8034"
"25,8500","4,3087","11,8064"
"25,9000","4,3170","11,8073"
"25,9500","4,3254","11,8111"
"26,0000","4,3335","11,8115"
"26,0500","4,3419","11,8163"
"26,1000","4,3503","11,8234"
"26,1500","4,3586","11,8239"
"26,2000","4,3670","11,8263"
"26,2500","4,3755","11,8321"
"26,3000","4,3837","11,8321"
"26,3500","4,3921","11,8362"
"26,4000","4,4004","11,8410"
"26,4500","4,4087","11,8395"
"26,5000","4,4171","11,8440"
"26,5500","4,4255","11,8480"
"26,6000","4,4337","11,8500"
"26,6500","4,4420","11,8547"
"26,7000","4,4504","11,8568"
"26,7500","4,4587","11,8569"
"26,8000","4,4671","11,8633"
"26,8500","4,4755","11,8668"
"26,9000","4,4839","11,8705"
"26,9500","4,4922","11,8730"
"27,0000","4,5004","11,8720"
"27,0500","4,5086","11,8753"
"27,1000","4,5170","11,8805"
"27,1500","4,5253","11,8828"
"27,2000","4,5337","11,8878"
"27,2500","4,5421","11,8919"
"27,3000","4,5503","11,8899"
"27,3500","4,5586","11,8925"
"27,4000","4,5670","11,9000"
"27,4500","4,5753","11,9011"
"27,5000","4,5837","11,9049"
"27,5500","4,5921","11,9082"
"27,6000","4,6003","11,9060"
"27,6500","4,6086","11,9098"
"27,7000","4,6169","11,9148"
"27,7500","4,6253","11,9166"
"27,8000","4,6336","11,9219"
"27,8500","4,6421","11,9226"
"27,9000","4,6504","11,9238"
"27,9500","4,6587","11,9290"
"28,0000","4,6670","11,9309"
"28,0500","4,6752","11,9340"
"28,1000","4,6836","11,9369"
"28,1500","4,6919","11,9374"
"28,2000","4,7003","11,9423"
"28,2500","4,7086","11,9472"
"28,3000","4,7169","11,9473"
"28,3500","4,7252","11,9515"
"28,4000","4,7337","11,9546"
"28,4500","4,7420","11,9544"
"28,5000","4,7504","11,9589"
"28,5500","4,7587","11,9642"
"28,6000","4,7670","11,9631"
"28,6500","4,7753","11,9649"
"28,7000","4,7836","11,9688"
"28,7500","4,7919","11,9706"
"28,8000","4,8004","11,9758"
"28,8500","4,8088","11,9795"
"28,9000","4,8171","11,9789"
"28,9500","4,8254","11,9822"
"29,0000","4,8337","11,9829"
"29,0500","4,8421","11,9855"
"29,1000","4,8504","11,9912"
"29,1500","4,8587","11,9924"
"29,2000","4,8671","11,9943"
"29,2500","4,8755","11,9973"
"29,3000","4,8837","11,9982"
"29,3500","4,8921","12,0019"
"29,4000","4,9004","12,0066"
"29,4500","4,9088","12,0070"
"29,5000","4,9172","12,0100"
"29,5500","4,9256","12,0120"
"29,6000","4,9338","12,0114"
"29,6500","4,9421","12,0161"
"29,7000","4,9503","12,0218"
"29,7500","4,9586","12,0200"
"29,8000","4,9670","12,0229"
"29,8500","4,9753","12,0289"
"29,9000","4,9836","12,0281"
"29,9500","4,9920","12,0328"
"30,0000","5,0003","12,0365"
"30,0500","5,0087","12,0343"
"30,1000","5,0171","12,0391"
"30,1500","5,0255","12,0431"
"30,2000","5,0338","12,0432"
"30,2500","5,0420","12,0465"
"30,3000","5,0503","12,0460"
"30,3500","5,0587","12,0476"
"30,4000","5,0670","12,0528"
"30,4500","5,0753","12,0540"
"30,5000","5,0838","12,0590"
"30,5500","5,0922","12,0619"
"30,6000","5,1003","12,0594"
"30,6500","5,1087","12,0633"
"30,7000","5,1171","12,0683"
"30,7500","5,1254","12,0689"
"30,8000","5,1337","12,0732"
"30,8500","5,1421","12,0754"
"30,9000","5,1503","12,0734"
"30,9500","5,1586","12,0762"
"31,0000","5,1669","12,0815"
"31,0500","5,1752","12,0849"
"31,1000","5,1836","12,0881"
"31,1500","5,1921","12,0879"
"31,2000","5,2004","12,0876"
"31,2500","5,2086","12,0915"
"31,3000","5,2169","12,0944"
"31,3500","5,2251","12,0956"
"31,4000","5,2336","12,0996"
"31,4500","5,2420","12,1004"
"31,5000","5,2503","12,1017"
"31,5500","5,2587","12,1061"
"31,6000","5,2670","12,1063"
"31,6500","5,2753","12,1082"
"31,7000","5,2837","12,1106"
"31,7500","5,2921","12,1118"
"31,8000","5,3005","12,1169"
"31,8500","5,3088","12,1193"
"31,9000","5,3170","12,1185"
"31,9500","5,3253","12,1215"
"32,0000","5,3337","12,1234"
"32,0500","5,3421","12,1249"
"32,1000","5,3504","12,1302"
"32,1500","5,3589","12,1331"
"32,2000","5,3671","12,1329"
"32,2500","5,3754","12,1336"
"32,3000","5,3837","12,1345"
"32,3500","5,3919","12,1382"
"32,4000","5,4003","12,1417"
"32,4500","5,4087","12,1431"
"32,5000","5,4170","12,1441"
"32,5500","5,4254","12,1472"
"32,6000","5,4336","12,1471"
"32,6500","5,4419","12,1523"
"32,7000","5,4504","12,1564"
"32,7500","5,4587","12,1543"
"32,8000","5,4671","12,1574"
"32,8500","5,4755","12,1605"
"32,9000","5,4837","12,1585"
"32,9500","5,4920","12,1636"
"33,0000","5,5003","12,1663"
"33,0500","5,5086","12,1641"
"33,1000","5,5170","12,1694"
"33,1500","5,5254","12,1722"
"33,2000","5,5337","12,1723"
"33,2500","5,5420","12,1753"
"33,3000","5,5504","12,1768"
"33,3500","5,5587","12,1756"
"33,4000","5,5671","12,1810"
"33,4500","5,5754","12,1834"
"33,5000","5,5837","12,1838"
"33,5500","5,5920","12,1864"
"33,6000","5,6002","12,1861"
"33,6500","5,6086","12,1870"
"33,7000","5,6170","12,1941"
"33,7500","5,6253","12,1950"
"33,8000","5,6337","12,1970"
"33,8500","5,6420","12,1982"
"33,9000","5,6503","12,1964"
"33,9500","5,6586","12,1982"
"34,0000","5,6670","12,2051"
"34,0500","5,6753","12,2047"
"34,1000","5,6837","12,2054"
"34,1500","5,6921","12,2094"
"34,2000","5,7003","12,2075"
"34,2500","5,7086","12,2114"
"34,3000","5,7170","12,2167"
"34,3500","5,7254","12,2141"
"34,4000","5,7338","12,2168"
"34,4500","5,7422","12,2208"
"34,5000","5,7505","12,2207"
"34,5500","5,7587","12,2223"
"34,6000","5,7671","12,2237"
"34,6500","5,7754","12,2241"
"34,7000","5,7838","12,2282"
"34,7500","5,7920","12,2289"
"34,8000","5,8003","12,2307"
"34,8500","5,8086","12,2341"
"34,9000","5,8169","12,2328"
"34,9500","5,8253","12,2360"
"35,0000","5,8336","12,2394"
"35,0500","5,8419","12,2393"
"35,1000","5,8503","12,2425"
"35,1500","5,8586","12,2453"
"35,2000","5,8668","12,2427"
"35,2500","5,8752","12,2461"
"35,3000","5,8835","12,2513"
"35,3500","5,8919","12,2517"
"35,4000","5,9004","12,2539"
"35,4500","5,9088","12,2552"
"35,5000","5,9171","12,2537"
"35,5500","5,9254","12,2568"
"35,6000","5,9337","12,2595"
"35,6500","5,9421","12,2592"
"35,7000","5,9505","12,2638"
"35,7500","5,9589","12,2633"
"35,8000","5,9672","12,2658"
"35,8500","5,9755","12,2685"
"35,9000","5,9838","12,2679"
"35,9500","5,9921","12,2692"
"36,0000","6,0005","12,2710"
"36,0500","6,0088","12,2710"
"36,1000","6,0172","12,2757"
"36,1500","6,0253","12,2778"
"36,2000","6,0336","12,2758"
"36,2500","6,0419","12,2781"
"36,3000","6,0502","12,2813"
"36,3500","6,0586","12,2823"
"36,4000","6,0670","12,2880"
"36,4500","6,0754","12,2890"
"36,5000","6,0837","12,2862"
"36,5500","6,0921","12,2878"
"36,6000","6,1004","12,2904"
"36,6500","6,1086","12,2908"
"36,7000","6,1170","12,2954"
"36,7500","6,1254","12,2969"
"36,8000","6,1337","12,2951"
"36,8500","6,1420","12,2978"
"36,9000","6,1504","12,3001"
"36,9500","6,1587","12,3012"
"37,0000","6,1670","12,3046"
"37,0500","6,1754","12,3029"
"37,1000","6,1838","12,3063"
"37,1500","6,1921","12,3076"
"37,2000","6,2003","12,3071"
"37,2500","6,2087","12,3105"
"37,3000","6,2170","12,3129"
"37,3500","6,2253","12,3106"
"37,4000","6,2338","12,3143"
"37,4500","6,2421","12,3191"
"37,5000","6,2503","12,3160"
"37,5500","6,2587","12,3177"
"37,6000","6,2670","12,3209"
"37,6500","6,2753","12,3194"
"37,7000","6,2837","12,3245"
"37,7500","6,2920","12,3271"
"37,8000","6,3003","12,3241"
"37,8500","6,3086","12,3261"
"37,9000","6,3169","12,3278"
"37,9500","6,3252","12,3285"
"38,0000","6,3337","12,3347"
"38,0500","6,3421","12,3347"
"38,1000","6,3504","12,3334"
"38,1500","6,3587","12,3360"
"38,2000","6,3670","12,3355"
"38,2500","6,3753","12,3381"
"38,3000","6,3837","12,3423"
"38,3500","6,3920","12,3395"
"38,4000","6,4005","12,3428"
"38,4500","6,4087","12,3460"
"38,5000","6,4170","12,3438"
"38,5500","6,4254","12,3466"
"38,6000","6,4337","12,3480"
"38,6500","6,4420","12,3464"
"38,7000","6,4504","12,3508"
"38,7500","6,4588","12,3537"
"38,8000","6,4670","12,3515"
"38,8500","6,4753","12,3534"
"38,9000","6,4836","12,3544"
"38,9500","6,4919","12,3561"
"39,0000","6,5003","12,3609"
"39,0500","6,5087","12,3621"
"39,1000","6,5171","12,3610"
"39,1500","6,5254","12,3618"
"39,2000","6,5337","12,3623"
"39,2500","6,5420","12,3660"
"39,3000","6,5505","12,3697"
"39,3500","6,5588","12,3668"
"39,4000","6,5671","12,3677"
"39,4500","6,5754","12,3698"
"39,5000","6,5837","12,3695"
"39,5500","6,5920","12,3735"
"39,6000","6,6003","12,3756"
"39,6500","6,6087","12,3725"
"39,7000","6,6171","12,3774"
"39,7500","6,6255","12,3787"
"39,8000","6,6338","12,3779"
"39,8500","6,6420","12,3802"
"39,9000","6,6503","12,3793"
"39,9500","6,6586","12,3802"
"40,0000","6,6670","12,3848"
"40,0500","6,6754","12,3862"
"40,1000","6,6836","12,3872"
"40,1500","6,6920","12,3871"
"40,2000","6,7003","12,3868"
"40,2500","6,7087","12,3900"
"40,3000","6,7171","12,3944"
"40,3500","6,7255","12,3930"
"40,4000","6,7337","12,3927"
"40,4500","6,7420","12,3931"
"40,5000","6,7502","12,3914"
"40,5500","6,7586","12,3974"
"40,6000","6,7670","12,4005"
"40,6500","6,7754","12,3991"
"40,7000","6,7839","12,4020"
"40,7500","6,7922","12,4012"
"40,8000","6,8005","12,3996"
"40,8500","6,8088","12,4045"
"40,9000","6,8171","12,4036"
"40,9500","6,8254","12,4022"
"41,0000","6,8338","12,4067"
"41,0500","6,8421","12,4085"
